,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
313,43682,63432005565,WALKER ELEMENTARY,9225 HILLERY DR.,SAN DIEGO,CA,92126,2908,(858) 987-5100,1,1,454,SAN DIEGO,6073,USA,32.9122689910001,-117.1262709,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005565,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,434,KG,05,634320,20,10814541,-13038436.835103,3883664.92053536
316,44323,63432005437,CORREIA MIDDLE,4302 VALETA ST.,SAN DIEGO,CA,92107,1510,(619) 222-0476,1,1,729,SAN DIEGO,6073,USA,32.7486786220001,-117.231972962,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005437,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.correiamiddle.com,MIDDLE,699,07,08,634320,30,10814341,-13050203.5348207,3861992.56929781
317,44715,63432005535,PERRY ELEMENTARY,6290 ORISKANY RD.,SAN DIEGO,CA,92139,1142,(619) 479-4040,1,1,409,SAN DIEGO,6073,USA,32.6859568960001,-117.059633606,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005535,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.sandi.net/perry,HIGH,392,KG,05,634320,17,10814476,-13031018.8054671,3853693.79666085
321,45472,63153001204,HIGHLAND RANCH ELEMENTARY,14840 WAVERLEY DOWNS WAY,SAN DIEGO,CA,92128,3702,(858) 674-4707,1,1,657,SAN DIEGO,6073,USA,32.984256708,-117.071994621,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153001204,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdhres,MIDDLE,629,KG,05,631530,28,NOT AVAILABLE,-13032394.8273626,3893214.49108382
324,46298,63432005426,BURBANK ELEMENTARY,2146 JULIAN AVE.,SAN DIEGO,CA,92113,1237,(619) 652-4500,1,1,381,SAN DIEGO,6073,USA,32.7005004380001,-117.138440246,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005426,1/29/2010 12:00:00 AM,GEOCODE,5/20/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,365,KG,05,634320,16,10814317,-13039791.520503,3855617.54727533
325,46300,63432005490,JUAREZ ELEMENTARY,2633 MELBOURNE DR.,SAN DIEGO,CA,92123,3535,(858) 935-2800,1,1,251,SAN DIEGO,6073,USA,32.7921081110001,-117.125249011,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005490,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,OTHER,239,KG,05,634320,12,10814398,-13038323.0789399,3867742.1910547
327,47245,63738006321,NESTOR LANGUAGE ACADEMY CHARTER,1455 HOLLISTER ST.,SAN DIEGO,CA,92154,4063,(619) 628-0900,1,1,1125,SAN DIEGO,6073,USA,32.5702996430001,-117.083042642,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006321,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://www.sbusd.org/nestor/site/default.asp,OTHER,1082,KG,08,637380,43,NOT AVAILABLE,-13033624.6874346,3838406.33875004
328,47437,63432005447,DEWEY ELEMENTARY,3251 ROSECRANS ST.,SAN DIEGO,CA,92110,4835,(619) 430-1800,1,1,333,SAN DIEGO,6073,USA,32.7469169120001,-117.207673066,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005447,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,318,KG,04,634320,15,10814348,-13047498.4827716,3861759.39603369
331,48501,63438011396,CANYON CREST ACADEMY,5951 VILLAGE CENTER LOOP RD.,SAN DIEGO,CA,92130,2499,(858) 350-0253,1,1,2591,SAN DIEGO,6073,USA,32.958168029,-117.189347754,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438011396,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.sduhsd.net,ELEMENTARY,2503,09,12,634380,88,NOT AVAILABLE,-13045458.5183711,3889752.78431035
332,48873,63432005474,HANCOCK ELEMENTARY,3303 TAUSSIG ST.,SAN DIEGO,CA,92124,3501,(858) 496-8310,1,1,681,SAN DIEGO,6073,USA,32.806173401,-117.108465173,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005474,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/hancock,ELEMENTARY,655,KG,05,634320,26,10814380,-13036454.7106402,3869604.89389025
336,49447,63153010006,MORNING CREEK ELEMENTARY,10925 MORNING CREEK DR. S.,SAN DIEGO,CA,92128,4047,(858) 748-4334,1,1,655,SAN DIEGO,6073,USA,32.953330142,-117.095664463,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153010006,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdmces,MIDDLE,626,KG,05,631530,29,NOT AVAILABLE,-13035029.7421212,3889110.95744519
340,51123,63432008964,DE PORTOLA MIDDLE,11010 CLAIREMONT MESA BLVD.,SAN DIEGO,CA,92124,1507,(858) 496-8080,1,1,778,SAN DIEGO,6073,USA,32.829640038,-117.091318149,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432008964,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.sandi.net/deportola,ELEMENTARY,746,06,08,634320,32,10814345,-13034545.9126599,3872713.29777719
341,51124,63432005451,RALPH WALDO EMERSON ELEMENTARY,3510 NEWTON AVE.,SAN DIEGO,CA,92113,3118,(619) 344-6200,1,1,430,SAN DIEGO,6073,USA,32.6952778940001,-117.11759093,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005451,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,411,KG,06,634320,19,10814355,-13037470.5852625,3854926.69791013
349,52005,63432005452,ENCANTO ELEMENTARY,822 65TH ST.,SAN DIEGO,CA,92114,2818,(619) 344-6700,1,1,505,SAN DIEGO,6073,USA,32.714361013,-117.05849072,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005452,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://sandi.net/encanto,ELEMENTARY,484,KG,05,634320,21,10814357,-13030891.5799795,3857451.25004039
351,52486,63432005548,SEQUOIA ELEMENTARY,4690 LIMERICK AVE.,SAN DIEGO,CA,92117,3220,(619) 605-1800,1,1,195,SAN DIEGO,6073,USA,32.8285006030001,-117.17920096,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005548,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/sequoia,ELEMENTARY,185,KG,06,634320,10,10814500,-13044328.9824299,3872562.34861044
354,53376,63432005482,HOOVER HIGH,4474 EL CAJON BLVD.,SAN DIEGO,CA,92115,4312,(619) 344-4500,1,1,2234,SAN DIEGO,6073,USA,32.7560762730001,-117.097994,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005482,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.hoovercardinals.org,OTHER,2147,09,12,634320,87,NOT AVAILABLE,-13035289.0649938,3862971.7447122
355,53439,63432005443,DAILARD ELEMENTARY,6425 CIBOLA RD.,SAN DIEGO,CA,92120,2125,(619) 286-1550,1,1,541,SAN DIEGO,6073,USA,32.804939399,-117.053486523,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005443,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/dailard,HIGH,520,KG,05,634320,21,10814344,-13030334.5153177,3869441.46001111
361,53922,63432011235,TRACE,2375 CONGRESS ST.,SAN DIEGO,CA,92110,2818,(619) 209-4500,2,1,507,SAN DIEGO,6073,USA,32.768523669,-117.137112672,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011235,1/29/2010 12:00:00 AM,IMAGERY/OTHER,10/31/2017 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,475,09,12,634320,32,NOT AVAILABLE,-13039643.7356413,3864619.50321121
362,53979,63432013916,JONAS SALK ELEMENTARY,7825 FLANDERS DR.,SAN DIEGO,CA,92126,3449,(858) 935-2100,1,1,688,SAN DIEGO,6073,USA,32.905169593,-117.155938433,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432013916,10/23/2018 12:00:00 AM,IMAGERY/OTHER,10/25/2018 12:00:00 AM,http://www.sandi.net/salk,ELEMENTARY,662,KG,05,634320,26,NOT AVAILABLE,-13041739.4097697,3882723.56692225
363,53982,63438013861,PACIFIC TRAILS MIDDLE,5975 VILLAGE CENTER LOOP RD.,SAN DIEGO,CA,92130,2499,(858) 350-0253,1,1,909,SAN DIEGO,6073,USA,32.9590406560001,-117.185431031,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063438013861,10/23/2018 12:00:00 AM,IMAGERY/OTHER,10/25/2018 12:00:00 AM,http://www.sduhsd.net/our-schools/pacific-trails-middle-school/index.html,ELEMENTARY,876,07,08,634380,33,NOT AVAILABLE,-13045022.5107612,3889868.55666046
365,54917,63432005564,VISTA GRANDE ELEMENTARY,5606 ANTIGUA BLVD.,SAN DIEGO,CA,92124,1306,(858) 496-8290,1,1,442,SAN DIEGO,6073,USA,32.8341213900001,-117.108564595,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005564,10/13/2009 12:00:00 AM,IMAGERY,2/21/2019 12:00:00 AM,http://www.vistagrandeelementary.net,NOT REPORTED,425,KG,05,634320,17,10814539,-13036465.7782466,3873306.99356452
371,55956,63432005430,CARVER ELEMENTARY,3251 JUANITA ST.,SAN DIEGO,CA,92105,3807,(619) 344-6600,1,1,198,SAN DIEGO,6073,USA,32.739823997,-117.070700116,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005430,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,198,KG,05,634320,-999,NOT AVAILABLE,-13032250.7237251,3860820.65131485
372,56140,63153008598,CREEKSIDE ELEMENTARY,12362 SPRINGHURST DR.,SAN DIEGO,CA,92128,6366,(858) 391-1514,1,1,547,SAN DIEGO,6073,USA,32.9442679220001,-117.076443565,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153008598,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.powayusd.com/pusdcses,HIGH,522,KG,05,631530,25,NOT AVAILABLE,-13032890.0815432,3887908.79647373
378,57504,69103014068,HOPE INFANT-TODDLER SPECIAL EDUCATION,6401 LINDA VISTA RD.,SAN DIEGO,CA,92111,7319,(858) 292-3801,1,1,-999,SAN DIEGO,6073,USA,32.7695457680001,-117.179879849,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069103014068,2/6/2020 12:00:00 AM,IMAGERY/OTHER,2/10/2020 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,-999,M,M,691030,-999,NOT AVAILABLE,-13044404.5560077,3864754.81663129
382,58718,63432011147,KEARNY COLLEGE CONNECTIONS,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 221-5300,1,1,366,SAN DIEGO,6073,USA,32.7997944840001,-117.160406265,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011147,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net,HIGH,353,09,12,634320,13,10787800,-13042236.7665529,3868760.08085014
385,58772,63432005430,CARVER ELEMENTARY,3251 JUANITA ST.,SAN DIEGO,CA,92105,3807,(619) 344-6600,1,1,192,SAN DIEGO,6073,USA,32.739823997,-117.070700116,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005430,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,184,KG,05,634320,8,NOT AVAILABLE,-13032250.7237251,3860820.65131485
386,58880,63432005554,STANDLEY MIDDLE,6298 RADCLIFFE DR.,SAN DIEGO,CA,92122,3330,(858) 605-2100,1,1,936,SAN DIEGO,6073,USA,32.852965678,-117.206635044,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005554,12/10/2009 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.sandi.net/standley,ELEMENTARY,900,06,08,634320,36,10797416,-13047382.9306911,3875803.83923549
389,59599,63432011140,SAN DIEGO INTERNATIONAL STUDIES,1405 PARK BLVD.,SAN DIEGO,CA,92101,4722,(619) 525-7464,1,1,1224,SAN DIEGO,6073,USA,32.720170082,-117.153144341,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011140,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://is.sdhs.sandi.net,ELEMENTARY,1181,09,12,634320,43,NOT AVAILABLE,-13041428.372871,3858219.85309647
390,59749,63432005467,GAGE ELEMENTARY,6811 BISBY LAKE AVE.,SAN DIEGO,CA,92119,1918,(619) 463-0202,1,1,690,SAN DIEGO,6073,USA,32.806789574,-117.014978364,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005467,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://sandi.net/gage,ELEMENTARY,662,KG,05,634320,28,10814368,-13026047.8066664,3869686.50201706
391,59808,63432005422,BIRNEY ELEMENTARY,4345 CAMPUS AVE.,SAN DIEGO,CA,92103,2406,(619) 497-3500,1,1,560,SAN DIEGO,6073,USA,32.756214829,-117.148159531,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005422,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/birney,ELEMENTARY,538,KG,05,634320,22,10814309,-13040873.4663601,3862990.08517848
394,60369,60861000877,SILVER WING ELEMENTARY,3730 AREY DR.,SAN DIEGO,CA,92154,2422,(619) 423-3950,1,1,398,SAN DIEGO,6073,USA,32.5795707870001,-117.053128576,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000877,1/29/2010 12:00:00 AM,IMAGERY,5/19/2010 12:00:00 AM,http://schools.cvesd.org/schools/silverwing/,HIGH,381,KG,06,608610,17,NOT AVAILABLE,-13030294.6688399,3839631.06132894
398,60859,63432005480,HICKMAN ELEMENTARY,10850 MONTONGO ST.,SAN DIEGO,CA,92126,2629,(858) 271-5210,1,1,443,SAN DIEGO,6073,USA,32.9145629590001,-117.152881041,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005480,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://new.sandi.net/schools/hickman,ELEMENTARY,426,KG,05,634320,17,10814386,-13041399.0624491,3883969.10824681
402,61253,63432005536,PERSHING MIDDLE,8204 SAN CARLOS DR.,SAN DIEGO,CA,92119,2636,(619) 362-3550,1,1,774,SAN DIEGO,6073,USA,32.802074127,-117.020612608,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005536,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net/pershing,ELEMENTARY,745,06,08,634320,29,10799904,-13026675.0078395,3869061.98597441
404,61542,63432005552,SILVER GATE ELEMENTARY,1499 VENICE ST.,SAN DIEGO,CA,92107,3699,(619) 222-1139,1,1,479,SAN DIEGO,6073,USA,32.7321336300001,-117.244141086,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005552,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://new.sandi.net/schools/silvergate,ELEMENTARY,459,KG,04,634320,20,10814503,-13051558.0841882,3859802.91846363
406,61566,63432005513,MARSTON MIDDLE,3799 CLAIREMONT DR.,SAN DIEGO,CA,92117,5915,(858) 273-2030,1,1,688,SAN DIEGO,6073,USA,32.808795677,-117.200099515,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005513,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.marstonmiddle.org,MIDDLE,688,06,08,634320,-999,10814433,-13046655.3989308,3869952.2012981
411,62139,63432007837,WHITTIER K-12,3401 CLAIREMONT DR.,SAN DIEGO,CA,92117,5938,(858) 490-2770,4,1,58,SAN DIEGO,6073,USA,32.8034187820001,-117.198017869,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007837,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,48,KG,12,634320,10,10814549,-13046423.6711581,3869240.0693454
412,62145,63432012352,INNOVATION MIDDLE,5095 ARVINELS AVE.,SAN DIEGO,CA,92117,2303,(858) 278-5948,1,1,455,SAN DIEGO,6073,USA,32.8378001520001,-117.174716735,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432012352,9/30/2011 12:00:00 AM,IMAGERY,9/30/2011 12:00:00 AM,http://www.imiddle.org,HIGH,434,06,08,634320,21,NOT AVAILABLE,-13043829.8007863,3873794.38350072
417,63781,63432005484,FAY ELEMENTARY,4080 52ND ST.,SAN DIEGO,CA,92105,2209,(619) 624-2600,1,1,539,SAN DIEGO,6073,USA,32.75101956,-117.083908164,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005484,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,517,KG,05,634320,22,NOT AVAILABLE,-13033721.0369029,3862302.4141215
418,64043,63153004884,BLACK MOUNTAIN MIDDLE,9353 OVIEDO ST.,SAN DIEGO,CA,92129,2198,(858) 484-1300,1,1,1229,SAN DIEGO,6073,USA,32.9691085640001,-117.125153639,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004884,1/29/2010 12:00:00 AM,IMAGERY/OTHER,10/21/2011 12:00:00 AM,http://www.powayusd.com/pusdbmms,MIDDLE,1175,06,08,631530,54,10814310,-13038312.4621774,3891204.35939904
421,64609,63432005513,MARSTON MIDDLE,3799 CLAIREMONT DR.,SAN DIEGO,CA,92117,5915,(858) 810-7500,1,1,706,SAN DIEGO,6073,USA,32.808795677,-117.200099515,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005513,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.marstonmiddle.org,ELEMENTARY,673,06,08,634320,33,10814433,-13046655.3989308,3869952.2012981
424,65541,63432005483,HORTON ELEMENTARY,5050 GUYMON ST.,SAN DIEGO,CA,92102,3734,(619) 344-3700,1,1,405,SAN DIEGO,6073,USA,32.712284305,-117.087043443,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005483,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,389,KG,05,634320,16,10814390,-13034070.0545647,3857176.49111483
428,65812,63432005330,DINGEMAN ELEMENTARY,11840 SCRIPPS CREEK DR.,SAN DIEGO,CA,92131,3701,(858) 549-4437,1,1,735,SAN DIEGO,6073,USA,32.9334770350001,-117.091271291,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005330,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.dingeman.net,ELEMENTARY,707,KG,05,634320,28,10814349,-13034540.6964512,3886477.47755944
429,65813,63432005440,CROWN POINT ELEMENTARY,4033 INGRAHAM ST.,SAN DIEGO,CA,92109,5946,(858) 273-9830,1,1,284,SAN DIEGO,6073,USA,32.79319603,-117.238535379,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005440,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/crownpoint,ELEMENTARY,273,KG,05,634320,11,10814342,-13050934.0597395,3867886.25647573
431,65938,63432005503,LOGAN K-8,2875 OCEAN VIEW BLVD.,SAN DIEGO,CA,92113,1399,(619) 344-6500,1,2,-999,SAN DIEGO,6073,USA,32.7006664410001,-117.132093676,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005503,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://www.sandiegounified.org/schools/logan,ELEMENTARY,-999,M,M,634320,-999,10814422,-13039085.0235623,3855639.5071725
433,66374,63432005529,OAK PARK ELEMENTARY,2606 54TH ST.,SAN DIEGO,CA,92105,4999,(619) 344-5000,1,1,537,SAN DIEGO,6073,USA,32.7328585980001,-117.080631235,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005529,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sandi.net/oakpark,ELEMENTARY,537,KG,05,634320,-999,NOT AVAILABLE,-13033356.2508352,3859898.85600722
435,66633,63153010004,RANCHO BERNARDO HIGH,13010 PASEO LUCIDO,SAN DIEGO,CA,92128,4499,(858) 485-4800,1,1,2494,SAN DIEGO,6073,USA,32.995374558,-117.066217886,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153010004,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.powayusd.com/pusdrbhs,ELEMENTARY,2408,09,12,631530,86,10780850,-13031751.7641639,3894690.02942306
436,66994,63432005519,MILLER ELEMENTARY,4343 SHIELDS ST.,SAN DIEGO,CA,92124,2933,(858) 221-5200,1,1,670,SAN DIEGO,6073,USA,32.8180871160001,-117.106041489,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005519,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://sandi.net/miller,MIDDLE,641,KG,05,634320,29,10814442,-13036184.9073714,3871182.88865089
437,67352,63432011143,SAN DIEGO BUSINESS/LEADERSHIP,1405 PARK BLVD.,SAN DIEGO,CA,92101,4722,(619) 560-4610,1,1,551,SAN DIEGO,6073,USA,32.719999251,-117.153201373,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011143,1/29/2010 12:00:00 AM,IMAGERY,2/18/2019 12:00:00 AM,http://biz.sdhs.sandi.net,HIGH,523,09,12,634320,28,NOT AVAILABLE,-13041434.7216442,3858197.24958132
439,67814,63432005516,MCKINLEY ELEMENTARY,3045 FELTON ST.,SAN DIEGO,CA,92104,5218,(619) 282-7694,1,1,531,SAN DIEGO,6073,USA,32.7367744640001,-117.121653408,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005516,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://new.sandi.net/schools/mckinley/pages,ELEMENTARY,511,KG,05,634320,20,10814437,-13037922.8182448,3860417.06970152
440,67982,63864006488,MONTGOMERY SENIOR HIGH,3250 PALM AVE.,SAN DIEGO,CA,92154,1507,(619) 628-3800,1,1,1881,SAN DIEGO,6073,USA,32.5846343970001,-117.064799601,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006488,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,1804,09,12,638640,77,10814447,-13031593.8813999,3840300.02011415
