OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID,x,y
65814,060681000603,ANZA ELEMENTARY,1005 S. ANZA ST.,EL CAJON,CA,92020,8602,(619) 588-3116,1,1,525,SAN DIEGO,06073,USA,32.781507569,-116.947279551,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060681000603,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,503,KG,05,0606810,22,10778456,-13018511.6092759,3866338.52846197
65938,063432005503,LOGAN K-8,2875 OCEAN VIEW BLVD.,SAN DIEGO,CA,92113,1399,(619) 344-6500,1,2,-999,SAN DIEGO,06073,USA,32.7006664410001,-117.132093676,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005503,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://www.sandiegounified.org/schools/logan,ELEMENTARY,-999,M,M,0634320,-999,10814422,-13039085.0235623,3855639.5071725
65939,063864006489,NATIONAL CITY MIDDLE,1701 D AVE.,NATIONAL CITY,CA,91950,4535,(619) 336-2600,1,1,753,SAN DIEGO,06073,USA,32.669275155,-117.09940206,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006489,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://www.sweetwaterschools.org,HIGH,723,07,08,0638640,30,10787763,-13035445.809516,3851487.60100398
66374,063432005529,OAK PARK ELEMENTARY,2606 54TH ST.,SAN DIEGO,CA,92105,4999,(619) 344-5000,1,1,537,SAN DIEGO,06073,USA,32.7328585980001,-117.080631235,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005529,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sandi.net/oakpark,ELEMENTARY,537,KG,05,0634320,-999,NOT AVAILABLE,-13033356.2508352,3859898.85600722
66402,063738006317,CENTRAL ELEMENTARY,1290 EBONY AVE.,IMPERIAL BEACH,CA,91932,2920,(619) 628-5000,1,1,410,SAN DIEGO,06073,USA,32.5779753190001,-117.106293303,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063738006317,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,394,KG,06,0637380,16,NOT AVAILABLE,-13036212.9391777,3839420.29021898
66633,063153010004,RANCHO BERNARDO HIGH,13010 PASEO LUCIDO,SAN DIEGO,CA,92128,4499,(858) 485-4800,1,1,2494,SAN DIEGO,06073,USA,32.995374558,-117.066217886,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153010004,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.powayusd.com/pusdrbhs,ELEMENTARY,2408,09,12,0631530,86,10780850,-13031751.7641639,3894690.02942306
66994,063432005519,MILLER ELEMENTARY,4343 SHIELDS ST.,SAN DIEGO,CA,92124,2933,(858) 221-5200,1,1,670,SAN DIEGO,06073,USA,32.8180871160001,-117.106041489,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005519,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://sandi.net/miller,MIDDLE,641,KG,05,0634320,29,10814442,-13036184.9073714,3871182.88865089
67352,063432011143,SAN DIEGO BUSINESS/LEADERSHIP,1405 PARK BLVD.,SAN DIEGO,CA,92101,4722,(619) 560-4610,1,1,551,SAN DIEGO,06073,USA,32.719999251,-117.153201373,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011143,1/29/2010 12:00:00 AM,IMAGERY,2/18/2019 12:00:00 AM,http://biz.sdhs.sandi.net,HIGH,523,09,12,0634320,28,NOT AVAILABLE,-13041434.7216442,3858197.24958132
67620,064119006812,ALTA VISTA HIGH (CONTINUATION),1575 BONAIR DR.,VISTA,CA,92084,3572,(760) 724-3775,4,1,92,SAN DIEGO,06073,USA,33.222276654,-117.219094937,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=064119006812,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.avhs.vistausd.org,ELEMENTARY,86,09,12,0641190,6,NOT AVAILABLE,-13048769.9596352,3924844.77316292
67814,063432005516,MCKINLEY ELEMENTARY,3045 FELTON ST.,SAN DIEGO,CA,92104,5218,(619) 282-7694,1,1,531,SAN DIEGO,06073,USA,32.7367744640001,-117.121653408,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005516,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://new.sandi.net/schools/mckinley/pages,ELEMENTARY,511,KG,05,0634320,20,10814437,-13037922.8182448,3860417.06970152
67982,063864006488,MONTGOMERY SENIOR HIGH,3250 PALM AVE.,SAN DIEGO,CA,92154,1507,(619) 628-3800,1,1,1881,SAN DIEGO,06073,USA,32.5846343970001,-117.064799601,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006488,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,1804,09,12,0638640,77,10814447,-13031593.8813999,3840300.02011415
68036,060006908614,VALLEY CENTER ELEMENTARY,28751 COLE GRADE RD.,VALLEY CENTER,CA,92082,6575,(760) 749-1631,1,1,520,SAN DIEGO,06073,USA,33.2353347050001,-117.022167312,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060006908614,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://vceus.vcpusd.org,MIDDLE,496,03,05,0600069,24,10814533,-13026848.0766971,3926582.53150303
68071,063153004891,PAINTED ROCK ELEMENTARY,16711 MARTINCOIT RD.,POWAY,CA,92064,1628,(858) 487-1180,1,1,603,SAN DIEGO,06073,USA,33.0162764290001,-117.039010976,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004891,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdpres,HIGH,577,KG,05,0631530,26,10814466,-13028723.1047967,3897464.58644701
68072,063171008943,JAMES DUKES ELEMENTARY,24908 ABALAR WAY,RAMONA,CA,92065,4649,(760) 788-5060,1,1,525,SAN DIEGO,06073,USA,33.0090710790001,-116.791329522,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063171008943,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,505,KG,06,0631710,20,10814351,-13001151.3314585,3896508.05931898
68073,063153004889,MIDLAND ELEMENTARY,13910 MIDLAND RD.,POWAY,CA,92064,4024,(858) 748-0047,1,1,618,SAN DIEGO,06073,USA,32.9669575340001,-117.036888988,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004889,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdmies,ELEMENTARY,592,KG,05,0631530,26,10814440,-13028486.886173,3890918.9495095
68074,060861000878,SUNNYSIDE ELEMENTARY,5430 SAN MIGUEL RD.,BONITA,CA,91902,2209,(619) 479-0571,1,1,470,SAN DIEGO,06073,USA,32.6736017420001,-117.014215128,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000878,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/sunnyside/,ELEMENTARY,449,KG,06,0608610,21,NOT AVAILABLE,-13025962.8436235,3852059.76174834
68075,060861000866,LOMA VERDE ELEMENTARY,1450 LOMA LN.,CHULA VISTA,CA,91911,5310,(619) 420-3940,1,1,559,SAN DIEGO,06073,USA,32.601738622,-117.050273901,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000866,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/lomaverde/pages/home,ELEMENTARY,536,KG,06,0608610,23,NOT AVAILABLE,-13029976.8878725,3842559.95653024
68286,061288001453,DEL DIOS ACADEMY OF ARTS AND SCIENCES,1400 W. NINTH AVE.,ESCONDIDO,CA,92025,2204,(760) 432-2439,1,1,775,SAN DIEGO,06073,USA,33.110440668,-117.101430996,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288001453,1/29/2010 12:00:00 AM,IMAGERY,10/21/2011 12:00:00 AM,http://www.eusd.org,ELEMENTARY,731,06,08,0612880,44,10814346,-13035671.6696384,3909972.30658852
68307,063588010639,SANTEE SUCCESS PROGRAM,10280 N. MAGNOLIA AVE.,SANTEE,CA,92071,1998,(619) 956-2453,4,1,4,SAN DIEGO,06073,USA,32.8654086330001,-116.972260689,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063588010639,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.santeesd.net,ELEMENTARY,3,KG,08,0635880,1,NOT AVAILABLE,-13021292.4968375,3877452.80660998
68446,063699006284,SOLANA VISTA ELEMENTARY,780 SANTA VICTORIA AVE.,SOLANA BEACH,CA,92075,1535,(858) 794-3700,1,1,292,SAN DIEGO,06073,USA,33.003774207,-117.250477298,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699006284,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,HIGH,276,KG,03,0636990,16,10814509,-13052263.4280816,3895804.93696379
68543,061288001464,ROSE ELEMENTARY,906 N. ROSE AVE.,ESCONDIDO,CA,92027,1629,(760) 432-2495,1,1,531,SAN DIEGO,06073,USA,33.142866919,-117.06466555,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288001464,12/10/2009 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.eusd.org,HIGH,508,KG,05,0612880,23,10814489,-13031578.9589109,3914282.54718795
68608,063432007322,CHAVEZ ELEMENTARY,1404 S. 40TH ST.,SAN DIEGO,CA,92113,4037,(619) 362-3200,1,1,486,SAN DIEGO,06073,USA,32.691793553,-117.108515128,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007322,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/chavez,ELEMENTARY,466,KG,05,0634320,20,NOT AVAILABLE,-13036460.2716053,3854465.80425954
68975,063864006476,CASTLE PARK MIDDLE,160 QUINTARD ST.,CHULA VISTA,CA,91911,4414,(619) 691-5490,1,1,811,SAN DIEGO,06073,USA,32.6051561890001,-117.059868836,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063864006476,10/13/2009 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,777,07,08,0638640,34,10787784,-13031044.9911509,3843011.56241334
69222,060861000863,JUAREZ-LINCOLN ELEMENTARY,849 TWINING AVE.,SAN DIEGO,CA,92154,2599,(619) 690-9222,1,1,520,SAN DIEGO,06073,USA,32.580590294,-117.044550882,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000863,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/juarezlincoln/,HIGH,497,KG,06,0608610,23,NOT AVAILABLE,-13029339.8043116,3839765.74642166
69315,063153004899,VALLEY ELEMENTARY,13000 BOWRON RD.,POWAY,CA,92064,5799,(858) 748-2007,1,1,718,SAN DIEGO,06073,USA,32.9538898490001,-117.046156008,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004899,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdves,ELEMENTARY,718,KG,05,0631530,-999,10814536,-13029518.4861206,3889185.21017051
69595,063432005529,OAK PARK ELEMENTARY,2606 54TH ST.,SAN DIEGO,CA,92105,4999,(619) 344-5000,1,1,557,SAN DIEGO,06073,USA,32.7328585980001,-117.080631235,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005529,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://www.sandi.net/oakpark,MIDDLE,535,KG,05,0634320,22,NOT AVAILABLE,-13033356.2508352,3859898.85600722
69602,060570007636,BORREGO SPRINGS MIDDLE,2255 DIEGUENO RD.,BORREGO SPRINGS,CA,92004,NOT AVAILABLE,(760) 767-5335,1,1,89,SAN DIEGO,06073,USA,33.264996641,-116.38299091,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060570007636,1/29/2010 12:00:00 AM,IMAGERY,5/18/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,83,06,08,0605700,6,NOT AVAILABLE,-12955695.2850994,3930530.89046693
69619,062825012011,LOUISE FOUSSAT ELEMENTARY,3800 PALA RD.,OCEANSIDE,CA,92058,0678,(760) 721-2200,1,1,543,SAN DIEGO,06073,USA,33.238851599,-117.328716449,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062825012011,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://foussat.oside.us/,OTHER,520,KG,05,0628250,23,NOT AVAILABLE,-13060972.9705311,3927050.60220352
69651,063432011383,CHEROKEE POINT ELEMENTARY,3735 38TH ST.,SAN DIEGO,CA,92105,2414,(619) 641-3400,1,1,320,SAN DIEGO,06073,USA,32.7472554190001,-117.11108681,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011383,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://new.sandi.net/schools/cherokeepoint,ELEMENTARY,306,KG,05,0634320,14,NOT AVAILABLE,-13036746.5499361,3861804.19918042
69754,060750008311,CARLSBAD SEASIDE ACADEMY,3557 MONROE ST.,CARLSBAD,CA,92008,2785,(760) 331-5299,4,1,39,SAN DIEGO,06073,USA,33.1578892250001,-117.329803283,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060750008311,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,HIGH,39,09,12,0607500,-999,NOT AVAILABLE,-13061093.9563385,3916279.91832132
70027,061623002024,MONTE VISTA HIGH,3230 SWEETWATER SPRINGS BLVD.,SPRING VALLEY,CA,91977,6934,(619) 660-3000,1,1,1728,SAN DIEGO,06073,USA,32.7375952140001,-116.973671216,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061623002024,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://monarchs.guhsd.net/,HIGH,1651,09,12,0616230,77,10780878,-13021449.5159849,3860525.68812509
70334,063432005475,HARDY ELEMENTARY,5420 MONTEZUMA RD.,SAN DIEGO,CA,92115,1329,(619) 582-0136,1,1,359,SAN DIEGO,06073,USA,32.7719728660001,-117.079289285,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005475,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sandi.net/hardy,HIGH,345,KG,05,0634320,14,NOT AVAILABLE,-13033206.8656446,3865076.14097922
70618,063432005411,AUDUBON K-8,8111 SAN VICENTE,SAN DIEGO,CA,92114,4836,(619) 344-5800,1,1,463,SAN DIEGO,06073,USA,32.710636188,-117.030638497,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005411,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,MIDDLE,442,KG,08,0634320,21,10814295,-13027791.0846977,3856958.44148919
71189,063432005498,PACIFIC VIEW LEADERSHIP ELEMENTARY,6196 CHILDS AVE.,SAN DIEGO,CA,92139,3612,(619) 430-1600,1,1,248,SAN DIEGO,06073,USA,32.671113957,-117.056755434,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005498,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,MIDDLE,237,KG,05,0634320,11,NOT AVAILABLE,-13030698.4088256,3851730.7662688
71633,063699002691,SOLANA SANTA FE ELEMENTARY,6570 EL APAJO,RANCHO SANTA FE,CA,92067,8940,(858) 794-4700,1,1,286,SAN DIEGO,06073,USA,32.997064337,-117.192147091,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063699002691,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,270,KG,06,0636990,16,10814508,-13045770.1391405,3894914.30971319
71634,063153004892,POMERADO ELEMENTARY,12321 NINTH ST.,POWAY,CA,92064,3597,(858) 748-1320,1,1,361,SAN DIEGO,06073,USA,32.9581222460001,-117.064116167,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004892,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdpoes,ELEMENTARY,342,KG,05,0631530,19,NOT AVAILABLE,-13031517.8018751,3889746.71026272
71868,062025002438,MURDOCK ELEMENTARY,4354 CONRAD DR.,LA MESA,CA,91941,5214,(619) 668-5775,1,1,632,SAN DIEGO,06073,USA,32.7599056170001,-116.985423386,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062025002438,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,632,KG,06,0620250,-999,10814454,-13022757.761565,3863478.64019092
71993,063153012226,WILLOW GROVE ELEMENTARY,14727 VIA AZUL,SAN DIEGO,CA,92127,4813,(858) 674-6300,1,1,794,SAN DIEGO,06073,USA,32.993826874,-117.162168968,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153012226,9/30/2011 12:00:00 AM,IMAGERY,9/30/2011 12:00:00 AM,http://www.powayusd.com/pusdwges,ELEMENTARY,764,KG,05,0631530,30,NOT AVAILABLE,-13042432.9897532,3894484.61282767
72117,060861000857,COOK (HAZEL GOES) ELEMENTARY,875 CUYAMACA AVE.,CHULA VISTA,CA,91911,1501,(619) 422-8381,1,1,334,SAN DIEGO,06073,USA,32.625902254,-117.055574873,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060861000857,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,http://schools.cvesd.org/schools/cook/,ELEMENTARY,319,KG,06,0608610,15,NOT AVAILABLE,-13030566.9893763,3845753.36940884
72147,063522010382,OCEAN VIEW HILLS,4919 DEL SOL BLVD.,SAN DIEGO,CA,92154,8488,(619) 661-0457,1,1,1040,SAN DIEGO,06073,USA,32.5716801570001,-117.024890534,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063522010382,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,http://www.sysdschools.org,ELEMENTARY,996,KG,06,0635220,44,NOT AVAILABLE,-13027151.2243835,3838588.69729033
72657,060006908612,VALLEY CENTER MIDDLE,28102 N. LAKE WOHLFORD RD.,VALLEY CENTER,CA,92082,6740,(760) 751-4295,1,1,825,SAN DIEGO,06073,USA,33.2255366140001,-116.977367706,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060006908612,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://vcms.vcpusd.org,MIDDLE,789,06,08,0600069,36,10814535,-13021861.0073694,3925278.58257101
72658,061873002273,JAMUL ELEMENTARY,14567 LYONS VALLEY RD.,JAMUL,CA,91935,3324,(619) 669-7800,1,1,369,SAN DIEGO,06073,USA,32.7293579230001,-116.853123097,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061873002273,10/13/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.jdusd.net/primary.cfm,NOT REPORTED,355,KG,05,0618730,14,10814394,-13008030.1607618,3859435.60668926
72659,063432005431,CENTRAL ELEMENTARY,4063 POLK AVE.,SAN DIEGO,CA,92105,1436,(619) 344-6100,1,1,613,SAN DIEGO,06073,USA,32.751126067,-117.107221942,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005431,10/13/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.sandi.net/central,HIGH,586,KG,05,0634320,27,10814333,-13036316.3147983,3862316.51150298
72660,063153004899,VALLEY ELEMENTARY,13000 BOWRON RD.,POWAY,CA,92064,5799,(858) 748-2007,1,1,704,SAN DIEGO,06073,USA,32.9538898490001,-117.046156008,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153004899,12/10/2009 12:00:00 AM,IMAGERY/OTHER,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdves,ELEMENTARY,676,KG,05,0631530,28,10814536,-13029518.4861206,3889185.21017051
72661,063153009180,CANYON VIEW ELEMENTARY,9225 ADOLPHIA ST.,SAN DIEGO,CA,92129,3525,(858) 484-0981,1,1,482,SAN DIEGO,06073,USA,32.945622842,-117.128849856,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063153009180,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://www.powayusd.com/pusdcves,ELEMENTARY,460,KG,05,0631530,22,10814324,-13038723.9231717,3888088.52737206
72662,063432005432,CHESTERTON ELEMENTARY,7335 WHEATLEY ST.,SAN DIEGO,CA,92111,5824,(858) 496-8070,1,1,501,SAN DIEGO,06073,USA,32.7934680910001,-117.162983751,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432005432,12/10/2009 12:00:00 AM,IMAGERY,2/23/2016 12:00:00 AM,http://new.sandi.net/schools/chesterton,ELEMENTARY,482,KG,05,0634320,19,10814337,-13042523.6909819,3867922.28386583
72863,063432007688,MARSHALL MIDDLE,9700 AVE. OF NATIONS,SAN DIEGO,CA,92131,2135,(858) 549-5400,1,1,1524,SAN DIEGO,06073,USA,32.930210758,-117.08250793,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432007688,1/29/2010 12:00:00 AM,IMAGERY,10/31/2017 12:00:00 AM,http://marshallmiddle.org,MIDDLE,1524,06,08,0634320,-999,NOT AVAILABLE,-13033565.163567,3886044.26826574
73088,063432011148,KEARNY ENG INNOV & DESIGN,1954 KOMET WAY,SAN DIEGO,CA,92111,5731,(858) 221-5300,1,1,334,SAN DIEGO,06073,USA,32.7998089390001,-117.160435681,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432011148,1/29/2010 12:00:00 AM,IMAGERY,5/21/2010 12:00:00 AM,http://www.sandi.net,ELEMENTARY,320,09,12,0634320,14,10787800,-13042240.041127,3868761.9951775
73114,060750008311,CARLSBAD SEASIDE ACADEMY,3557 MONROE ST.,CARLSBAD,CA,92008,2785,(760) 331-5299,4,1,852,SAN DIEGO,06073,USA,33.1578892250001,-117.329803283,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060750008311,1/29/2010 12:00:00 AM,IMAGERY,5/20/2010 12:00:00 AM,NOT AVAILABLE,ELEMENTARY,820,KG,12,0607500,32,NOT AVAILABLE,-13061093.9563385,3916279.91832132
73566,062667004046,LAS PALMAS,1900 E. 18TH ST.,NATIONAL CITY,CA,91950,5013,(619) 336-8500,1,1,592,SAN DIEGO,06073,USA,32.6713268830001,-117.083782158,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062667004046,12/10/2009 12:00:00 AM,IMAGERY,2/24/2016 12:00:00 AM,NOT AVAILABLE,OTHER,566,KG,06,0626670,26,NOT AVAILABLE,-13033707.0099791,3851758.92416815
